url,title,meta_description,ssl_info,vulnerabilities,log_analysis,analysis_date
https://tuc.ac.ke/,HOME - Turkana University College,"Welcome to Turkana University College. At Turkana University College, You will interact with highly qualified and industrious personnel ...","{'SSL Version': 'TLSv1.3', 'Cipher': ('TLS_AES_256_GCM_SHA384', 'TLSv1.3', 256), 'Expires On': '2025-01-26', 'Days Until Expiry': 23}","{'sql_injection': [{'payload': ""' OR '1'='1"", 'vulnerable': False}, {'payload': ""' OR 1=1--"", 'vulnerable': False}, {'payload': ""' OR 'a'='a"", 'vulnerable': False}], 'xss': [{'payload': ""<script>alert('XSS')</script>"", 'vulnerable': False}, {'payload': ""<img src=x onerror=alert('XSS')>"", 'vulnerable': False}], 'directory_traversal': [{'payload': '../../../../etc/passwd', 'vulnerable': False}, {'payload': '../../../../windows/system32/config/system', 'vulnerable': False}], 'open_ports': [80, 443]}",{},2025-01-02 15:24:18
